EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
50WP000000006888;NO-SUNDSFJ;Sundsfjord;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000690L;NO-SUVDOELA;Suvdøla;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000691J;NO-SVABO;Svabo;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000692H;NO-SVANDALS;Svandalsflona;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000693F;NO-SVARTDAL;Svartdalen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000695B;NO-SVARTISE;Svartisen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000006985;NO-SVARTKUL;Svartkulp;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000006993;NO-SVEAN;Svean;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000007007;NO-SVELGEN;Svelgen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000706W;NO-SVORKA;Svorka;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000707U;NO-SVORKMO;Svorkmo;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000709Q;NO-SVAREN;Sværen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000714X;NO-SYLSJO;Sylsjø;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000715V;NO-SOA;Søa;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000716T;NO-SOBERG;Søberg;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000718P;NO-SONNA;Sønnå;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000719N;NO-SORBRAND;Sørbrandal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000007201;NO-SORFJORD;Sørfjord;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000722Y;NO-SORFJOR2;Sørfjord2;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000724U;NO-SAHEIM;Såheim;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000726Q;NO-TAFJORD1;Tafjord1;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000727O;NO-TAFJOORD2_D02;Tafjord2;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000728M;NO-TAFJORD3;Tafjord3;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000729K;NO-TAFJORD4;Tafjord4;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000730Z;NO-TAFJORD5;Tafjord5;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000731X;NO-TAFJORD6;Tafjord6;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000733T;NO-TJELDBER_V01;Tjeldbergodden;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000736N;NO-TEVLA;Tevla;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000737L;NO-THAMSHAV;Thamshavn;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000738J;NO-TINFOS_T;Tinfos Telemark;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000739H;NO-TISTEDAL;Tistedal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000741U;NO-TJODAN;Tjodan;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000742S;NO-TJONNEFO;Tjønnefoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000743Q;NO-TJORHOM;Tjørhom;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000745M;NO-TOKKE;Tokke;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000746K;NO-TOKLEV;Toklev;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000747I;NO-TONSTAD;Tonstad;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000749E;NO-TORPA;Torpa;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000750T;NO-TORSNES;Torsnes;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000751R;NO-TOVERUD;Toverud;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000752P;NO-TRANDAL;Trandal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000753N;NO-TRENGERE;Trengereid;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000755J;NO-TROLHEIM;Trolheim;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000758D;NO-TRYLAND;Tryland;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000760Q;NO-TRYSILFO;Trysilfossen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000761O;NO-TRALANDS;Trælandsfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000762M;NO-TUNNSJO;Tunnsjø;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000763K;NO-TUNNSJOD;Tunnsjødal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000765G;NO-TUNNSJOF;Tunnsjøfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000766E;NO-TUSSA;Tussa;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000767C;NO-TVEIT;Tveit;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000768A;NO-TVEITELV;Tveitelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000771L;NO-TYIN;Tyin;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000773H;NO-TYRIA;Tyria;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000774F;NO-TYSSELAN;Tysseland;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000775D;NO-TYSSO_2;Tysso 2;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000776B;NO-TOSSE;Tøsse;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000007779;NO-ULEBERG;Uleberg;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000007787;NO-ULEFOSS;Ulefoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000007795;NO-ULSET;Ulset;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000780K;NO-ULVIK;Ulvik;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000781I;NO-ULVUND;Ulvund;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000782G;NO-URKE;Urke;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000783E;NO-USMA;Usma;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000784C;NO-USMA_SEL;Usma_Selbu;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000007876;NO-USTEKVEI;Ustekveikja;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000007884;NO-UVDAL_1;Uvdal 1;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000007892;NO-UVDAL_2;Uvdal 2;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000790H;NO-VADHEIM;Vadheim;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000791F;NO-VAFOS;Vafos;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000793B;NO-VALSNESE;Valsneset;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000007949;NO-VALSOYFJ;Valsøyfjord;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000007957;NO-VAMMA;Vamma;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008003;NO-VANNDOLA;Vanndøla;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000804W;NO-VASSFOSS;Vassfossen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000805U;NO-VASSLI;Vassli;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000806S;NO-VEDELD;Vedeld;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000807Q;NO-VEMORK;Vemork;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000808O;NO-VEMUNDSB;Vemundsbotn;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000811Z;NO-VERMA;Verma;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000812X;NO-VESSFOSS;Vessingfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000813V;NO-VESTREBO;Vestrebotn;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000814T;NO-TAFJORD8;Tafjord8;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000815R;NO-VIDDAL;Viddal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000816P;NO-VIGELAND;Vigeland;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000817N;NO-VIKAELVA;Vikaelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000818L;NO-VIKESA;Vikeså;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000821W;NO-VINDEDAL;Vindedal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000822U;NO-VINJE;Vinje;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000823S;NO-VINKELF;Vinkelfallet;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000824Q;NO-VIRAKELV;Virakelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000825O;NO-VITTINGF;Vittingfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000826M;NO-VIULFOSS;Viulfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000827K;NO-VOLDSETE;Voldsetelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000828I;NO-VRANGFOS;Vrangfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000829G;NO-VRENGA;Vrenga;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000830V;NO-VAGAANA;Vågaåna;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000831T;NO-VAGEN;Vågen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000835L;NO-YLJA;Ylja;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000836J;NO-YTRE_ALS;Ytre Alsåker;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000837H;NO-OGREYFOS;Øgreyfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000839D;NO-OKSENELV;Øksenelvane;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000840S;NO-OLJUSJOE;Øljusjøen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000843M;NO-OERTEREN;Ørteren;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000844K;NO-ORTVATN;Ørtvatn;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000845I;NO-OFISKUMF;Øvre Fiskumfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000847E;NO-OVRE_MAR;Øvre Markevatn;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000848C;NO-OVREROS;Øvre Røssåga;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000850P;NO-OVRE_SVU;Øvre Svultingen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000851N;NO-OV_TESSA;Øvre Tessa;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000852L;NO-OVRE_VIN;Øvre Vinstra;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000854H;NO-OYBERGET;Øyberget;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000855F;NO-ABJORA;Åbjøra;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000857B;NO-AKRAELVA;Åkraelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008589;NO-AL;Ål;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008597;NO-AMDAL;Åmdal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000860M;NO-AMELA;Åmela;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000861K;NO-AMLI;Åmli;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000863G;NO-ANA_SIRA;Åna-Sira;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000865C;NO-ARLIFOSS;Årlifoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000866A;NO-ARVIK;Årvik;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008678;NO-AROY_MAG;Årøy Magasin;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008694;NO-ASEBOTN;Åsebotn;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000870J;NO-ASELVA;Åselva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000872F;NO-ASKARA;Åskåra;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008759;NO-ASMULFOS;Åsmulfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008872;NO-FOSSBRAATEN;Fossbråten;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008880;NO-KVITVELLA;Kvitvella;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000889Z;NO-NUNELVA;Nunelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000890D;NO-NISSERDAM;Nisserdam;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000891B;NO-HAMMERFEST;Hammerfest;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008929;NO-MATTISFOSS;Mattisfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008937;NO-FOSSEKALLENEN;Fossekallen Energi;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008945;NO-GURSLI;Gursli;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008953;NO-HOMMAFOSSEN;Hommafossen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000008961;NO-MOI;Moi;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000898Y;NO-TJOERN2;Tjørn 2;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000899W;NO-TJOERN;Tjørn;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000901Y;NO-VESTRE_NESET;Vestre-Neset;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000902W;NO-OESTRE_NESET;Østre-Neset;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000903U;NO-AAVEDAL;Åvedal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000904S;NO-FOLLSJAA;Follsjå;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000905Q;NO-EIDSLAND;Eidsland;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000906O;NO-HAUGEMINIKRAF;Hauge minikraft;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000907M;NO-MIDTUNKRAFT;Midtunkraft;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000908K;NO-MOELLEN;Møllen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000909I;NO-ORTNEVIK;Ortnevik;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000910X;NO-TAKLE;Takle;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000911V;NO-FOLKEDAL;Folkedal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000912T;NO-FREIM;Freim;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000913R;NO-HAARA;Håra;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000914P;NO-KALDAANI;Kaldåni;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000915N;NO-LOTHE;Lothe;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000916L;NO-MAAGE;Måge;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000917J;NO-RAAIKRAFT;Raai kraft;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000918H;NO-REISAETER;Reisæter;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000919F;NO-SELLAND;Selland;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000920U;NO-VASSVIKELVA;Vassvikelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000921S;NO-DYRSTAD;Dyrstad;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000922Q;NO-KVERNHUSSELVA;Kvernhuselva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000923O;NO-MANDELID;Mandelid;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000924M;NO-SKOLTEN;Skolten;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000925K;NO-SKORGE;Skorge;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000926I;NO-STORELVA_SFE;Storelva-SFE;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000927G;NO-STRAUMANE;Straumane;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000928E;NO-STRUPENENERGI;Strupen Energi;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000929C;NO-TROLLELVA;Trollelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000930R;NO-HOFKVERN;Hofkvern;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000931P;NO-GAULDALSKRAFT;Gauldalskraft;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000933L;NO-JORDALSKRAFT;Jordalskraft;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000934J;NO-LJOESAAA;Ljøsåa;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000935H;NO-MULVIK;Mulvik;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000936F;NO-RYSSDAL;Ryssdal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000937D;NO-SJOELSETKRAFT;Sjølsetkraft;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000938B;NO-KJOSFOSS;Kjosfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009399;NO-FOSSHEIMFOSS;Fossheimfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000940O;NO-HOELERA;Hølera;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000941M;NO-REINLI;Reinli;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000942K;NO-FORSANVATNETM;Forsanvatnet minik;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000944G;NO-STORVATNET;Storvatnet;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000945E;NO-SANDVIK;Sandvik;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000946C;NO-TVERRELV;Tverrelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000947A;NO-BERGSELV;Bergselva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009488;NO-NAANESOGMELE;Nånes og Mele;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009496;NO-LEIRELVA;Leirelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000950L;NO-TVERRAAGA;Tverråga;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000951J;NO-ALSAAKER;Alsåker;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000952H;NO-ASK;Ask;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000953F;NO-BOTNAELVA;Botnaelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000954D;NO-BRATTHUS;Bratthus;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000955B;NO-DALELVA_NEAS;Dalelva-NEAS;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009569;NO-DALSBEKKEN;Dalsbekken;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009577;NO-EIDE;Eide;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009585;NO-FATLAND;Fatland;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009593;NO-FJELLHAUGENSK;Fjellhaugen ski;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000960I;NO-FORSOEGETHAUG;Forsøget Haugaelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000961G;NO-FRIHEIM;Friheim;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000962E;NO-GJERDE;Gjerde;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000963C;NO-GRAAKLUBBEN;Gråklubben;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000964A;NO-HETLANDMIKRO;Hetland mikro;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009658;NO-HETLANDMINI;Hetland mini;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009666;NO-HIMA;Hima;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009674;NO-KLOEVKRAFT;Kløvkraft;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009682;NO-LANDAKRAFT;Landa Kraft;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009690;NO-HATTEBERGSDAL;Hattebergsdalen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000970F;NO-MYKLEBUSDALEN;Myklebustdalen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000971D;NO-OKSARELVA;Oksarelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000972B;NO-RAFDAL;Rafdal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009739;NO-RIMBAREID;Rimbareid;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009747;NO-ROSENDAL;Rosendal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009755;NO-TVEITELVMIKRO;Tveitelv mikrokr.;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009763;NO-VAKA;Vaka;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009771;NO-VIKAKRAFT;Vika Kraft;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000979Y;NO-VISTVIK;Vistvik;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000980C;NO-VOLLAKVERNFAL;Vollakvernfallet;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000981A;NO-YTREMATRE;Ytre Matre;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009828;NO-OELSELVA;Ølselva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009836;NO-KVEMMA;Kvemma;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009844;NO-NEDREKVAMSKVE;Nedre Kvams Kvemma;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009852;NO-BORIS_GL;Boris Gleb;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009860;NO-HEINA;Heina;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000987Z;NO-LITLELVA;Litlelva;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000988X;NO-MEISAL_ELV;Meisal Elv;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000989V;NO-SKAR;Skar;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009909;NO-TJELDBERGODDE;Tjeldbergodden Små;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009917;NO-TORJULVAAG;Torjulvåg;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009925;NO-AALMO;Ålmo;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000009941;NO-GRYTAAI;Grytåi;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000996Y;NO-KALDSAANI;Kaldsåni;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000997W;NO-NAPE;Nape;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000000998U;NO-SKRIPELANDSFO;Skripelandsfossen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001000U;NO-DALE_ARO;Dale Årøy;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001001S;NO-KJOELJUA;Kjøljua;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001002Q;NO-OE_AAVELLA;Ø-Åvella;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001003O;NO-GROENNEDAL;Grønnedal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001004M;NO-LANGLI;Langli;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001005K;NO-FLORNES;Flornes;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001006I;NO-HOLMBEKKEN;Holmbekken;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001007G;NO-INGSTAD;Ingstad;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001008E;NO-JULFOSS;Julfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001010R;NO-MAELAFOSS;Mælafoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001011P;NO-SKULBOERSTADF;Skulbørstadfoss;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001012N;NO-TEVLAMIKROKRA;Tevla mikrokraft;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001013L;NO-VASSBYGD;Vassbygd;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001014J;NO-ENGESET;Engeset;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001015H;NO-BULKO;Bulko;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001016F;NO-ERDAL;Erdal;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001018B;NO-FAGERDALEN;Fagerdalen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000010199;NO-JAASTAD;Jåstad;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001020O;NO-KINNALI;Kinnali;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001021M;NO-KINSO;Kinso;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001022K;NO-KLEIVANE_BKK;Kleivane-BKK;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001023I;NO-LEIRO;Leiro;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001024G;NO-MEDAAS;Medås;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001025E;NO-PALMAFOSSEN;Palmafossen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001026C;NO-RINGHEIM;Ringheim;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP00000001027A;NO-SYRIFOSSEN;Syrifossen;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000010288;NO-SOERDALSELV;Sørdalselv;;10X1001A1001A38Y;Active;;;;Production Unit;W
50WP000000010296;NO-THARALDSENMIK;Tharaldsen Mikro;;10X1001A1001A38Y;Active;;;;Production Unit;W
